"geo","time","pop","gdp_pc","gini","u5mr"
"abw",1985,63028,20789.49488,,23.139
"afg",1985,11630498,1384.322211,31.7,216
"ago",1985,9745209,4116.612166,55.6,228.3
"aia",1985,6662,,,
"akr_a_dhe",1985,13639,,,
"ala",1985,23676,,,
"alb",1985,2966799,4267.482056,27.9,54.3
"and",1985,44597,27829.42571,,
"ant",1985,181690,,,
"are",1985,1350433,129469.2698,45.1,22.7
"arg",1985,30388781,9262.280532,40.6,33.1
"arm",1985,3339147,3804.634308,53.5,61.4
"asm",1985,39247,,,
"atg",1985,65744,11382.87143,,30.54487081
"aus",1985,15791043,25874.57636,32.5,11.3
"aut",1985,7600514,27100.25949,34,12.6
"aze",1985,6674107,8435.105334,31.7,101.1
"bdi",1985,4774258,994.0504973,33.3,177.5
"bel",1985,9893499,26792.06242,25.4,11.8
"ben",1985,4287263,1510.045111,43.2,199.7
"bfa",1985,7727912,801.1585231,49,219.2
"bgd",1985,93015182,1141.737639,26.9,173.5
"bgr",1985,8960387,10387.61992,27.4,23.6
"bhr",1985,419425,32131.14134,35,24.9
"bhs",1985,234684,24154.19601,,27.9
"bih",1985,4369527,3493.531024,30,27.1
"blr",1985,9990966,7459.253506,24.2,19.4
"blz",1985,164916,3704.532255,,53.5
"bmu",1985,58923,39853.21157,,
"bol",1985,6211549,3705.729432,51.8,148.5
"bra",1985,136836428,10494.65892,55.6,75.3
"brb",1985,255929,12114.57666,,22
"brn",1985,223049,87154.38389,,14.8
"btn",1985,469010,1385.079756,46.9,165.2
"bwa",1985,1182942,5821.937565,54.2,56.4
"caf",1985,2627424,998.2725327,58.2,177.4
"can",1985,25848173,29016.3203,29.3,9.7
"cck",1985,519,,,
"chanisl",1985,133804,,,19.801
"che",1985,6455680,42461.7743,38.2,9
"cheslo",1985,15453006,,,
"chl",1985,12108576,7193.325797,56.4,22.4
"chn",1985,1052622410,1557.006737,29.9,54
"civ",1985,10158033,3347.049031,45.6,152.7
"cmr",1985,10381098,3674.587543,43.6,149.8
"cod",1985,29985665,1498.077735,44.1,197.7
"cog",1985,2083648,6165.761292,43.7,97.5
"cok",1985,17722,,,27.3
"col",1985,31011686,6613.176199,51.2,42.3
"com",1985,357729,1718.741639,50.8,147.2
"cpv",1985,313976,1468.888991,49.6,78
"cri",1985,2730231,6683.415004,43.9,21.6
"cub",1985,10082990,14134.70688,36.7,18.4
"cxr",1985,1637,,,
"cym",1985,19315,44802.90433,,
"cyp",1985,703693,18129.90383,30.4,13.4
"cze",1985,10315676,19492.45885,25.1,17
"deu",1985,77570009,29851.45748,25.1,11.1
"deu_east",1985,16336354,,,
"deu_west",1985,62875436,,,
"dji",1985,423470,3704.42361,41.4,135.3
"dma",1985,73640,4877.666852,,17
"dnk",1985,5113408,31032.30467,22.1,9.7
"dom",1985,6488857,4856.914134,48.4,72.7
"dza",1985,22565908,11030.41684,40.2,71.2
"ecu",1985,9045977,7880.009893,48.3,72.7
"egy",1985,49373806,5538.618581,31.2,118.8
"eri",1985,2756493,782.7189362,47.5,175.7
"eri_a_eth",1985,43606306,,,
"esh",1985,182421,,,140.811
"esp",1985,38734330,19299.958,30.2,13.4
"est",1985,1522477,12540.03624,24.8,23.1
"eth",1985,40775997,597.3244013,36.2,223.4
"fin",1985,4902219,24629.81626,33.4,7.3
"fji",1985,711663,5192.566143,43.5,35.4
"flk",1985,1856,,,
"fra",1985,55379923,25917.33354,35,10.3
"fro",1985,45840,,,
"fsm",1985,85689,2528.563445,,59
"gab",1985,830091,23142.33063,55.7,99.6
"gbg",1985,56106,,,
"gbm",1985,64446,,,
"gbr",1985,56415196,22647.61914,30.9,11.4
"geo",1985,5287328,10579.86307,31.3,50.7
"gha",1985,12716238,1740.363356,40.9,154.6
"gib",1985,26611,,,
"gin",1985,5078689,1084.609115,49.3,263.1
"glp",1985,358633,,,23.937
"gmb",1985,732092,1322.902921,45,204
"gnb",1985,944941,1678.746049,50.7,223.5063991
"gnq",1985,314407,1240.268549,50.5,209.1
"grc",1985,9907831,19344.85081,35.5,17.4
"grd",1985,99907,5252.639998,,27
"grl",1985,53189,16133.816,,
"gtm",1985,8117499,5344.816793,58,102
"guf",1985,86440,,,34.252
"gum",1985,116576,,,31.58
"guy",1985,765043,3485.426326,50,66.8
"hkg",1985,5414790,19539.41472,,10.92
"hnd",1985,4237436,3261.30319,55.5,74.6
"hos",1985,747,,,
"hrv",1985,4716117,19710.90353,,18
"hti",1985,6384196,2468.713528,47.6,167.6
"hun",1985,10572975,17103.35648,28.3,23.7
"idn",1985,165012195,3488.80444,41.3,103.1
"ind",1985,782085127,1461.755581,43,145.2
"irl",1985,3560225,17606.41071,39.9,10.7
"irn",1985,47290793,11046.95796,47.9,77.4
"irq",1985,15576396,10711.49212,39.9,61.6
"isl",1985,241411,25997.41356,,7.7
"isr",1985,4082781,15542.01433,32.6,14.4
"ita",1985,56910888,25646.12716,39,12
"jam",1985,2312337,5968.754014,41.8,35.3
"jey",1985,79592,,,
"jor",1985,2782885,8858.898718,38.2,44.6
"jpn",1985,119988663,23554.10753,30.4,7.5
"kaz",1985,15780002,12921.5412,29.1,59.4
"ken",1985,19660713,2154.63441,57,94.1
"kgz",1985,4013498,3505.502719,31.2,79.1
"khm",1985,7743065,786.9304798,38.9,121.2
"kir",1985,64006,1530.952953,,114.9
"kna",1985,42017,9496.482981,,38
"kor",1985,40501917,6969.981237,34.6,9.9
"korea_union",1985,59291959,,,
"kos",1985,1635328,,,
"kwt",1985,1735320,58142.6037,39.3,23.1
"lao",1985,3680145,1616.334363,30.4,181.8
"lbn",1985,2676593,12738.53952,49.1,41.6
"lbr",1985,2197442,971.1261089,40.8,235
"lby",1985,3840635,35824.85841,38.8,54.4
"lca",1985,126416,5689.259465,,27.3
"lie",1985,27259,,,
"lka",1985,16180776,3007.733738,32.5,30.2
"lso",1985,1467856,1112.532615,57,97.2
"ltu",1985,3563741,16509.93357,24.4,19.1
"lux",1985,366884,40621.23623,25.8,11.2
"lva",1985,2582079,12447.71615,25,21
"mac",1985,296222,30018.9885,,20.05
"mar",1985,22596133,3565.88846,38.3,103
"mco",1985,28836,37734.11525,,
"mda",1985,4214911,6265.922256,26.4,40.9
"mdg",1985,9981113,1691.453865,45.9,182.4
"mdv",1985,189551,3090.630831,,120.3
"mex",1985,77322643,12562.34245,42.9,58.7
"mhl",1985,38334,2167.033663,,60.7
"mkd",1985,1981532,10504.92263,31.1,49.5
"mli",1985,7831891,1001.400802,46,285
"mlt",1985,338348,12887.61259,,13.9
"mmr",1985,38508821,2130.918601,44.3,124.3
"mne",1985,614011,17613.04721,33.6,24.6
"mng",1985,1921885,3187.779637,34.3,135.8
"mnp",1985,30341,,,
"moz",1985,13102982,378.9161088,44.4,254.1
"mrt",1985,1766855,2710.019893,36.8,139.2
"msr",1985,11325,,,
"mtq",1985,339886,,,24.141
"mus",1985,1015763,5447.442901,40.5,28.4
"mwi",1985,7205635,614.1484819,59.9,248.2
"mys",1985,15764340,8197.795279,48.4,21.8
"myt",1985,72104,,,27.12
"nam",1985,1149389,6069.292068,72.8,85.8
"ncl",1985,153929,,,39.513
"ner",1985,6838170,997.325568,36.1,332.9
"nfk",1985,1951,,,
"nga",1985,83901570,3258.237879,38.7,209.5
"nic",1985,3709091,4111.88019,53.1,82.7
"niu",1985,2715,,,
"nld",1985,14471591,27543.75954,27.2,9.7
"nor",1985,4148355,40031.31048,27.2,10.2
"npl",1985,16714335,1103.66916,36.5,176.5
"nru",1985,8174,39538.27059,,
"nzl",1985,3268192,23749.65238,27.1,13.8
"omn",1985,1498416,34967.43565,40.9,66.1
"pak",1985,92165065,2603.456826,35.2,151.1
"pan",1985,2219276,8847.37494,56.8,36.7
"pcn",1985,62,,,
"per",1985,19544950,6432.063302,45.7,104.2
"phl",1985,54323651,3559.212282,41,74
"plw",1985,13698,13936.13346,,40.8
"png",1985,3677854,1720.09746,50.5,97.2
"pol",1985,37486105,11159.01356,25.2,20.3
"pri",1985,3369714,20081.43249,,18.029
"prk",1985,18778101,2121.403182,46.9,35.1
"prt",1985,9929014,15533.05632,36,20.4
"pry",1985,3671826,5743.212915,54.8,55.3
"pse",1985,1758788,2018.306496,37.8,58.9
"pyf",1985,175208,,,27.707
"qat",1985,371071,76909.71811,43.7,28.3
"reu",1985,558700,,,27.12
"rou",1985,23103637,13672.81131,27.4,38.9
"rus",1985,142975753,18575.76458,26.4,30
"rwa",1985,6117966,962.1549813,40.2,159.2
"sau",1985,13361284,36343.72928,42.4,69.1
"scg",1985,9723646,,,
"scg_ex_kos",1985,7730222,,,
"sdn",1985,17097619,1850.14609,36.1,136
"sen",1985,6438024,1823.091185,48.1,172.6
"sgp",1985,2708634,25245.39196,43.2,10.9
"shn",1985,5586,,,
"sjm",1985,3169,,,
"slb",1985,270809,1478.578079,46.5,44.5
"sle",1985,3466044,1414.874999,56.5,272.8
"slv",1985,4920932,4477.719899,51.7,80.4
"smr",1985,22708,31003.90801,,
"som",1985,6068425,918.6518745,40.6,186
"spm",1985,6107,,,
"srb",1985,9253401,16213.79249,32.4,39.1
"ssd",1985,5444907,2104.275785,36.08,276.5
"stbar",1985,3693,,,
"stmar",1985,23868,,,
"stp",1985,103557,2652.990264,,102.6
"sur",1985,371469,11161.7251,55.5,54.1
"svk",1985,5157959,14144.12819,24.8,21.8
"svn",1985,1945136,21062.44701,25.9,14.4
"swe",1985,8350814,28202.26646,30.7,7.6
"swz",1985,705492,4944.766041,57.3,86.7
"sxm",1985,19027,,,
"syc",1985,69841,11391.93515,,20.5
"syr",1985,10667245,4652.772451,40.8,47
"tca",1985,9502,7858.147387,,
"tcd",1985,5092650,1201.994187,43.3,228.2
"tgo",1985,3252995,1448.884319,46.6,159
"tha",1985,52041468,4190.797362,48.3,48.3
"tjk",1985,4540688,4058.594655,31.8,122.6
"tkl",1985,1713,,,
"tkm",1985,3229499,9143.281171,31.6,103.6
"tls",1985,657018,932.9207221,37.3,238.3410604
"ton",1985,93953,3620.900748,,25.4
"tto",1985,1170935,15331.28063,42.2,34
"tun",1985,7321877,5204.568207,43.4,71.5
"tur",1985,49178079,9162.730182,51,99.3
"tuv",1985,8648,1884.968071,,60
"twn",1985,19325333,14013.77928,,
"tza",1985,21842087,1379.488891,34,174.8
"uga",1985,14631089,715.6092187,41.5,186.4
"ukr",1985,50920778,9981.080629,33.7,22.7
"ury",1985,3011907,8477.803388,41.1,28.6
"usa",1985,240691557,33064.6589,34,12.7
"ussr",1985,277874272,,,
"uzb",1985,18174143,3227.231063,30.6,85.3
"vct",1985,104477,4397.209724,,34.9
"ven",1985,17508059,13874.43309,45.4,36.1
"vgb",1985,13308,,,
"vir",1985,104668,,,23.331
"vnm",1985,61049370,1345.077921,33.6,60.3
"vut",1985,130028,2678.884576,,47.8
"wlf",1985,13534,,,
"wsm",1985,160030,3635.651838,,37.3
"yem",1985,9774242,3525.67778,39.5,152.7
"yem_north",1985,7918422,,,
"yem_south",1985,2220054,,,
"yug",1985,22214111,,,
"zaf",1985,32983013,10698.61161,60.6,73.5
"zmb",1985,7017292,2601.50607,51.6,167
"zwe",1985,8862601,2394.812611,46.5,76.9
