geo,time,pop,gdp_pc,gini,u5mr
afg,1993,14824371,810,36.5,162
ago,1993,12246786,2663,57.2,225.8
alb,1993,3189623,3172,29.3,36
are,1993,2127863,103224,45.1,14.2
arg,1993,34110912,10602,44.9,24.8
arm,1993,3369673,1842,46.6,42.8
aus,1993,17738428,28732,31.4,7.7
aut,1993,7874675,32017,25.8,8
aze,1993,7567156,4806,36,95.7
bdi,1993,6019901,975,34.8,173.5
bel,1993,10091889,31170,31.3,8.7
ben,1993,5582420,1386,38.3,166.2
bfa,1993,9552473,857,51.2,202
bgd,1993,113442354,1360,31.8,125.8
bgr,1993,8552429,8033,25,23
bhr,1993,535692,43894,35,21
bih,1993,4141167,1466,26.6,18.4
blr,1993,10216281,6639,21.6,17.1
bol,1993,7273824,3887,53.6,110.7
bra,1993,157812220,10413,60.1,52.8
btn,1993,518847,2557,46.9,116.4
bwa,1993,1500356,8368,63,55.4
caf,1993,3170848,821,59.5,175.9
can,1993,28680921,30424,28.6,7.4
che,1993,6890300,44615,31.8,7.1
chl,1993,13778676,11287,54,15.1
chn,1993,1202982955,2078,35.5,51
civ,1993,13499696,2918,39.3,149.6
cmr,1993,13169100,2177,45.2,144
cod,1993,39314955,801,44,180.3
cog,1993,2581306,5062,45.2,100.2
col,1993,36195170,8052,55,32.1
com,1993,453188,1569,51,113.6
cpv,1993,368423,1827,50,59.6
cri,1993,3341005,8196,46,15.8
cub,1993,10797556,9001,36.8,11.2
cyp,1993,818814,24467,28,10.1
cze,1993,10338381,17462,26.6,12.3
deu,1993,80675999,32689,26.2,7.2
dji,1993,639215,2505,43.2,113.2
dnk,1993,5190631,34008,22.3,7.4
dom,1993,7611463,5949,50.6,53.3
dza,1993,27785977,9279,37.7,44.2
ecu,1993,10951200,7652,54,48.8
egy,1993,60108373,6212,37.8,73.3
eri,1993,3150811,1175,47.5,131.2
esp,1993,39518427,24498,32.9,9.5
est,1993,1488120,9870,39.5,17.8
eth,1993,53477944,564,30,188.9
fin,1993,5061465,25414,21.4,5.8
fji,1993,755024,5792,45,27.2
fra,1993,57749881,29719,28.2,7.6
gab,1993,1031358,19101,50.3,89.5
gbr,1993,57575969,26688,33.5,7.8
geo,1993,5252850,2410,35,46
gha,1993,15907244,2024,41,117.1
gin,1993,7155564,1059,45.5,219.7
gmb,1993,1008296,1515,48.3,152.9
gnb,1993,1129706,1585,47.8,215.5
gnq,1993,418409,1406,50.5,178.3
grc,1993,10433351,20906,33,10.9
gtm,1993,9860063,5598,59.8,69.7
guy,1993,719910,4001,51.6,55.6
hnd,1993,5318042,3423,53.5,50.6
hti,1993,7530703,1799,50.9,133.3
hun,1993,10363797,14407,29.9,16
