geo,time,pop,gdp_pc,gini,u5mr
afg,1997,18034130,921,36.6,145.5
ago,1997,13801868,3246,58,222.6
alb,1997,3092471,3909,35.6,30.3
are,1997,2595220,109553,45.1,12.2
arg,1997,35833965,11935,49.1,22
arm,1997,3137652,2438,45.5,34.9
aus,1997,18512971,32013,30.5,6.6
aut,1997,8015256,34952,30.3,6
aze,1997,7921789,3488,35.5,88.6
bdi,1997,6420397,737,40.9,164.4
bel,1997,10201758,34377,26.9,6.7
ben,1997,6361301,1451,36.8,153.6
bfa,1997,10665781,970,43.2,194
bgd,1997,123574107,1492,33.6,103.2
bgr,1997,8199923,8617,26.4,23.1
bhr,1997,597834,43798,35,15.2
bih,1997,3779354,4996,33.4,11.6
blr,1997,10091181,6087,24.8,17.8
bol,1997,7870860,4264,58.2,93.1
bra,1997,167893835,11382,59.8,40.6
btn,1997,520917,3184,46.9,94.5
bwa,1997,1645846,9637,58.4,65.5
caf,1997,3497910,852,49.5,176.9
can,1997,29871092,33310,30.1,6.5
che,1997,7090176,45734,27.3,6
chl,1997,14594070,14186,55.2,12.2
chn,1997,1247259143,3000,50.5,43.6
civ,1997,15296390,3131,38.3,147.3
cmr,1997,14709961,2289,43.2,153.5
cod,1997,44558347,645,44,171.5
cog,1997,2873638,4618,45.9,116
col,1997,38645409,8804,52.8,27.9
com,1997,506525,1434,51.1,104
cpv,1997,409805,2794,50.2,49.3
cri,1997,3682725,8603,45.6,14.8
cub,1997,11000431,10106,36.8,10
cyp,1997,890733,26704,27.9,8
cze,1997,10313836,19821,25.5,8.4
deu,1997,81993831,34578,25.9,5.9
dji,1997,685644,2127,42.9,106.8
dnk,1997,5276683,38584,22.4,6
dom,1997,8163474,6918,48.9,45.6
dza,1997,29887717,9322,38.2,41.2
ecu,1997,11924991,7951,50.1,39.6
egy,1997,64754566,7036,34.4,56.5
eri,1997,3260612,1623,47.5,104.8
esp,1997,39996221,27167,31.5,7.3
est,1997,1409718,12709,36.5,13.8
eth,1997,60893264,630,35,162
fin,1997,5140755,29884,23.5,4.7
fji,1997,792859,6087,45.8,25.4
fra,1997,58652709,31756,27.8,5.8
gab,1997,1143838,20545,47.6,86.2
gbr,1997,58263858,29662,33.8,6.9
geo,1997,4921287,2951,41.9,41.5
gha,1997,17568583,2148,40.9,109.5
gin,1997,8331366,1089,38.8,192
gmb,1997,1126786,1468,49.8,132.5
gnb,1997,1233520,1855,40,194.6
gnq,1997,479836,7037,50.5,163.9
grc,1997,10798190,22739,32.9,9.3
gtm,1997,10871786,5992,56.6,57.7
guy,1997,733854,5153,44.3,50.2
hnd,1997,5855946,3475,52.7,42.6
hti,1997,8111954,1726,54.1,116.5
hun,1997,10311227,15667,28.1,12.7
idn,1997,202853850,6683,32,60.5
ind,1997,997817250,2235,49.1,101.9
irl,1997,3706032,32568,31.7,7.3
irn,1997,62426086,11216,44.5,41.1
irq,1997,21519356,8027,39.4,47.4
isr,1997,5630066,23544,38.1,7.8
ita,1997,57044614,33733,33.3,6.6
jam,1997,2535443,8354,45.5,24.3
jor,1997,4545248,7481,36.4,29.9
jpn,1997,125048424,32391,32.4,5.2
kaz,1997,15465649,8517,35,50.1
ken,1997,28842245,2179,46.4,107.1
kgz,1997,4734761,1939,40.4,56.3
khm,1997,11338733,1148,41.7,122.5
kor,1997,45283939,18687,31.7,5.3
kwt,1997,1686256,82227,39.3,13.8
lao,1997,5068658,2084,34.9,130.9
lbn,1997,3092684,12347,44,23.5
lbr,1997,2365290,289,39.4,217.1
lby,1997,5062160,22977,38.8,30.8
lka,1997,18478024,4396,39.6,18.7
lso,1997,1801695,1563,64,96.4
ltu,1997,3574014,11360,30.9,13.5
lux,1997,419974,67646,26.3,5.7
lva,1997,2434628,9238,31.7,21.6
mar,1997,27934014,4177,39.5,57.5
mda,1997,4284931,2515,36.9,38
mdg,1997,14329239,1394,39.2,127.7
mex,1997,97925825,13634,46.8,31
mkd,1997,1969345,7805,36.2,19.6
mli,1997,10168000,1178,45.5,235.3
mmr,1997,45895991,1919,44.3,90
mne,1997,618192,9978,31.5,14.9
mng,1997,2335694,4435,31.2,75.9
moz,1997,16872896,520,43.9,194.6
mrt,1997,2476188,2717,38,113.9
mus,1997,1154137,9885,41.9,22.6
mwi,1997,10260421,633,50.3,194.6
mys,1997,21808125,15749,49.2,12.4
nam,1997,1758097,5971,68.5,67.3
ner,1997,10058960,802,48.7,255.9
nga,1997,113975055,2813,47.7,201.4
nic,1997,4786641,3117,45.9,47.4
nld,1997,15636131,37414,26.6,6.5
nor,1997,4412958,55386,25.9,5.2
npl,1997,22395247,1478,47.2,96.3
nzl,1997,3752102,26152,33.5,8.1
omn,1997,2227596,42370,40.9,20.8
pak,1997,128845692,3270,31.2,120.3
pan,1997,2852739,9237,58.2,27.4
per,1997,24827409,6551,34.8,49.1
phl,1997,73042605,4230,46.2,42.7
png,1997,4969116,2101,50.7,81
pol,1997,38583109,12602,34.3,12
prk,1997,22240826,1230,46.9,75.7
prt,1997,10159662,23555,37.9,8.6
pry,1997,4980346,6665,54.9,36.8
pse,1997,2871637,3392,35.4,33.1
