geo,time,pop,gdp_pc,gini,u5mr
afg,1962,9343772,1188,33.8,350.6
ago,1962,5465905,4034,50.9,320.56
alb,1962,1737645,2832,24.9,127.99
are,1962,112240,2264,45.1,183.3
arg,1962,21287682,7950,39.3,64.84
arm,1962,2002170,2636,46.6,73.11
aus,1962,10691220,14742,34.8,23.7
aut,1962,7151077,12800,47.6,37.9
aze,1962,4167558,5348,37.2,100.56
bdi,1962,2894510,567,39.4,242.55
bel,1962,9261828,13689,32.3,31.1
ben,1962,2503232,1085,45,303.9
bfa,1962,4960325,717,42.7,338.7
bgd,1962,51030604,1062,36,251.3
bgr,1962,8004367,5506,22.6,53.12
bhr,1962,173107,23418,35,167.2
bih,1962,3341809,1853,39.7,134.38
blr,1962,8356956,4066,27,40.24
bol,1962,3838096,2787,46.1,276.1
bra,1962,77007549,4823,49.6,162.5
btn,1962,234703,974,47,325.53
bwa,1962,549990,1002,44.5,161.3
caf,1962,1556656,1393,51.7,274.1
can,1962,18659663,15276,35.4,30.5
che,1962,5503000,29137,39.7,25.4
chl,1962,8054166,6293,52.8,142.3
chn,1962,665426760,567,30,167.82
civ,1962,3740503,2651,47.4,295.4
cmr,1962,5593768,1836,46.6,270.7
cod,1962,16041247,2158,44.2,262.75
cog,1962,1067611,2435,39.6,176
col,1962,17500166,3655,53.9,122
com,1962,194960,1079,49,300.7
cpv,1962,210866,867,48.2,191.69
cri,1962,1432583,4221,51.4,99.01
cub,1962,7450404,9273,36.6,50.5
cyp,1962,577691,6058,36.7,37.05
cze,1962,9679416,12318,28.3,27.75
deu,1962,74238494,15872,41.4,38.45
dji,1962,94200,3701,40.9,220.3
dnk,1962,4649179,16815,32.6,23.8
dom,1962,3521276,2851,44.6,143.9
dza,1962,11690152,4481,40.2,246.3
ecu,1962,4812892,4594,39,169.2
egy,1962,28560741,2103,43,293.1
eri,1962,1476321,912,47.5,275.31
esp,1962,31122390,7206,30.8,48.2
est,1962,1245098,7204,30.1,35.88
eth,1962,23221331,678,45.2,270.79
fin,1962,4494623,11560,37,23.8
fji,1962,421576,3513,45.1,66
fra,1962,47121575,12767,42.5,25.7
gab,1962,509806,1874,52.8,258.26
gbr,1962,53146634,13897,29.5,25.6
geo,1962,4292101,3445,38.3,88.83
gha,1962,7085463,2316,41.2,206.7
gin,1962,3690960,893,45.6,349
gmb,1962,383525,1298,45.8,350.3
gnb,1962,629973,1308,44.2,276.97
gnq,1962,257940,806,50.5,286.69
grc,1962,8412059,6920,39.3,52.7
gtm,1962,4356579,3441,52.1,209.9
guy,1962,600559,3383,42.4,85.7
hnd,1962,2139208,2551,53.9,196.8
hti,1962,4022596,2312,51.2,281.9
hun,1962,10064667,9939,23.6,54.3
idn,1962,92558006,1772,40.6,210.7
ind,1962,468054145,1046,31.5,240
irl,1962,2821742,8544,46.8,32.5
irn,1962,23071426,5472,41.9,287.64
irq,1962,7674220,6599,60.7,174.2
isr,1962,2264304,7279,42.1,37.73
ita,1962,50458277,11555,39.9,47.7
jam,1962,1681222,5591,42.2,77.5
jor,1962,962783,4876,39.7,138.8
jpn,1962,94263646,5686,31.6,32.9
kaz,1962,10819503,8775,35.7,115.88
ken,1962,8628973,1852,58.4,182.5
kgz,1962,2323642,2892,35.4,137.19
khm,1962,6026696,1562,43.3,247.97
kor,1962,26495107,1182,33.2,100.6
kwt,1962,335161,23871,39.3,126.9
lao,1962,2219964,1259,35.5,245.63
lbn,1962,1925276,9446,56,72.9
lbr,1962,1170267,1282,43.6,315.4
lby,1962,1536196,16919,38.8,246.7
lka,1962,10366190,1782,36.6,92.2
lso,1962,881910,613,53.3,189.7
ltu,1962,2847221,9989,31.1,45.25
lux,1962,320704,23148,30.8,35.82
lva,1962,2185016,5720,31.3,36.5
mar,1962,13100843,1994,48.6,229.6
mda,1962,3145546,3885,22.4,95.35
mdg,1962,5352674,2296,44.7,192.55
mex,1962,40649590,6181,58,133.78
mkd,1962,1527105,4197,37.2,171.32
mli,1962,5381369,744,43,456.46
mmr,1962,22446690,1339,38.5,251.06
mne,1962,509708,6828,37.6,81.75
mng,1962,1011328,1291,42.6,223.78
moz,1962,7799396,559,49.8,281.5
mrt,1962,909172,1882,48.6,242
mus,1962,698307,3288,40.4,93.4
mwi,1962,3784444,429,47.1,358.7
mys,1962,8710678,3152,46.8,83.1
nam,1962,632658,5141,51.5,131.55
ner,1962,3596613,1355,38.1,319.44
nga,1962,47117859,3585,54.5,331.02
nic,1962,1886560,4793,43.9,194.8
nld,1962,11735896,13854,43.5,19.7
nor,1962,3638791,16793,32.1,21.5
npl,1962,10377061,991,49.1,318.1
nzl,1962,2477328,16646,30.3,25.8
omn,1962,578825,5428,40.9,341.5
pak,1962,47122931,1286,30.6,241.9
pan,1962,1202372,4502,51.6,86.8
per,1962,10650672,5875,61.6,213.8
phl,1962,28081234,2708,51.4,99.5
png,1962,2037165,1217,48.2,188
pol,1962,30530513,6511,25.2,55.6
prk,1962,11871720,1592,46.9,115.76
prt,1962,8917020,6179,47.5,104.3
pry,1962,2005337,3113,45.7,83.4
pse,1962,1128809,1256,42.5,178.81
qat,1962,56187,25024,43.7,115.31
rou,1962,18924068,6637,22.4,76.6
rus,1962,122842753,11027,27,47.77
rwa,1962,3050596,669,50.4,207.8
sau,1962,4362863,12371,42.4,228.63
sdn,1962,7981797,2325,38.5,172.2
sds,1962,3069990,2524,38.45,354
sen,1962,3356421,2096,52.6,302.4
