geo,time,pop,gdp_pc,gini,u5mr
afg,1910,5351413,820,42.5,475.68
ago,1910,3136718,1001,40.9,477.08
alb,1910,901122,1320,27.7,368.56
are,1910,50669,2313,43.9,426.77
arg,1910,6852668,8495,46.1,248.17
arm,1910,936124,979,36.8,288.98
aus,1910,4408209,8695,41.3,105.26
aut,1910,6608155,6665,37.1,307.34
aze,1910,1998690,1703,43.8,283.82
bdi,1910,1699545,463,43.7,416.44
bel,1910,7492872,7606,50.2,193.81
ben,1910,1532133,924,41.4,422.84
bfa,1910,3201227,532,37.5,446.64
bgd,1910,30936532,1158,38.7,550.01
bgr,1910,4531387,2437,31.3,278.14
bhr,1910,80495,2717,39.6,432.01
bih,1910,1866966,1209,45.6,372.09
blr,1910,5390481,1380,50,295.52
bol,1910,1993676,2007,36.9,397.52
bra,1910,22414074,1487,26.2,410.05
btn,1910,143766,754,47.7,422.77
bwa,1910,126674,615,35.6,390.17
caf,1910,741742,657,47.9,435.93
can,1910,7181200,6794,40.7,282.62
che,1910,3726392,10908,37.5,140.73
chl,1910,3347597,4512,74.1,433.6
chn,1910,417830774,991,38.9,410.05
civ,1910,1991150,1261,42.9,420.28
cmr,1910,2432509,970,42.4,452.06
cod,1910,9315190,763,42.1,415.16
cog,1910,601896,784,39.5,401.28
col,1910,5019920,1405,57.8,410.05
com,1910,113579,778,43.9,408.79
cpv,1910,124067,779,47.9,387.72
cri,1910,359202,2125,45.3,372.09
cub,1910,2268558,3095,40,370.91
cyp,1910,270836,2480,41.9,253.5
cze,1910,7675752,4566,38.5,272.13
deu,1910,64064129,5162,43.7,263.54
dji,1910,45389,1065,44.3,437.27
dnk,1910,2880479,6937,46.6,122.15
dom,1910,704604,1090,44.2,437.27
dza,1910,5404045,1950,36.5,452.06
ecu,1910,1682404,943,44.9,398.78
egy,1910,11359618,1365,41.7,397.52
eri,1910,672417,671,48.3,433.31
esp,1910,19910849,2901,35.1,299.19
est,1910,762326,2286,36.9,245.84
eth,1910,10317724,541,47.5,439.95
fin,1910,2930441,3192,38.4,191.21
fji,1910,137826,1068,44.5,490.05
fra,1910,41294572,4542,54.8,159.62
gab,1910,339240,413,45.9,428.08
gbr,1910,41804912,8305,41.9,155.93
geo,1910,2439935,1115,36.4,291.65
gha,1910,2007947,952,40.4,451.99
gin,1910,2170846,543,41.3,414.18
gmb,1910,201692,880,46.7,452.06
gnb,1910,407622,838,49.8,410.05
gnq,1910,108802,420,51.4,438.61
grc,1910,5241874,3440,38.1,295.52
gtm,1910,1552284,1787,38.3,494.45
guy,1910,305477,2232,42.4,385.66
hnd,1910,626739,2134,43,386.49
hti,1910,1827086,1587,43.7,475.01
hun,1910,7638063,3409,34.9,317.13
idn,1910,42771824,1313,42.2,435.93
ind,1910,253761202,1391,31.1,349.69
irl,1910,3093322,4450,37.2,140.15
irn,1910,10600670,1416,37.5,497.41
irq,1910,2513104,1633,44.1,420.28
isr,1910,413270,1111,44.9,331.44
