geo,time,pop,gdp_pc,gini,u5mr
afg,1916,5599440,841,41,470.29
ago,1916,3289407,1108,44.7,470.29
alb,1916,943376,1442,27.3,363.32
are,1916,52889,2082,44.1,420.7
arg,1916,8233076,6363,45.9,194.09
arm,1916,988373,967,37.8,268.97
aus,1916,4966112,8089,41.3,97.25
aut,1916,6817389,5269,37.1,312.26
aze,1916,2110604,1553,43.2,267.68
bdi,1916,1769325,465,45.1,410.52
bel,1916,7743260,5187,50.8,179.05
ben,1916,1624551,957,42.7,417.77
bfa,1916,3343552,536,38.9,440.59
bgd,1916,31926977,1182,38.5,526.6
bgr,1916,4873354,2226,30.3,270.22
bhr,1916,84166,2727,38.9,425.84
bih,1916,1966857,1169,45.5,366.8
blr,1916,5696791,1260,42.1,257.56
bol,1916,2173310,2124,36.9,391.87
bra,1916,25436076,1471,31.5,403.99
btn,1916,148486,762,47.6,420.66
bwa,1916,140575,638,37,384.06
caf,1916,763797,703,47.5,429.73
can,1916,8202199,7747,41.1,267.84
che,1916,3876417,10616,38.1,102.89
chl,1916,3585630,4309,73.8,391.57
chn,1916,444084673,968,41.1,404.21
civ,1916,2072394,1326,42.2,414.24
cmr,1916,2476497,1011,43,445.88
cod,1916,9687140,819,42.8,409.26
cog,1916,628411,845,39.5,395.57
col,1916,5771448,1573,57.9,361.8
com,1916,118986,783,42.8,402.98
cpv,1916,130844,799,47.8,382.2
cri,1916,393773,2272,45.9,366.8
cub,1916,2726425,3643,39.5,350.67
cyp,1916,292914,2640,41.6,236.77
cze,1916,7846865,4646,39.3,235.84
deu,1916,67386413,4633,44.4,224.05
dji,1916,47505,1173,43.8,431.05
dnk,1916,3091954,7219,46.6,128.89
dom,1916,823791,1160,43.6,424.71
dza,1916,5765808,2206,37.7,446.01
ecu,1916,1807630,1129,44.2,393.19
egy,1916,12321644,1392,43.1,392.11
eri,1916,727713,686,48.2,427.15
esp,1916,20734438,3285,35.4,255.27
est,1916,805349,2097,38.3,220.35
eth,1916,11208158,544,48.9,433.69
fin,1916,3104747,3174,40.3,176.74
fji,1916,148318,1163,44.1,492.56
fra,1916,39975436,4548,57,160.49
gab,1916,357038,423,47.2,421.99
gbr,1916,43529627,9377,42.1,133.6
geo,1916,2577077,1139,37.3,274.91
gha,1916,2198039,1305,41.5,441.93
gin,1916,2288166,549,42.7,400.74
gmb,1916,210890,890,46.7,445.63
gnb,1916,425308,842,51.2,404.21
gnq,1916,111036,429,51.2,432.37
grc,1916,5452847,3757,39.4,165.24
gtm,1916,1654084,1877,39.7,487.42
guy,1916,318027,2382,42.4,330.41
hnd,1916,694512,2304,42.8,380.99
