"geo","time","pop","gdp_pc","gini","u5mr"
"abw",2011,101936,36016.48376,,17.548
"afg",2011,28809167,1695.153436,27.8,102.3
"ago",2011,21942296,7094.084302,42.7,177.3
"aia",2011,13956,,,
"alb",2011,2886010,9640.130216,36.3,16
"and",2011,82326,41958.04,,3.2
"ant",2011,202847,,,
"are",2011,8734722,56192.25928,45.1,8.2
"arg",2011,41655616,16971.66869,43.6,14.2
"arm",2011,2967984,6812.351956,31.3,17.2
"asm",2011,55316,,,
"atg",2011,88152,19987.92414,,9.5
"aus",2011,22542371,41705.94508,33,4.5
"aut",2011,8423559,44028.77404,27.4,4.2
"aze",2011,9227512,15754.15236,33,37.3
"bdi",2011,9790151,731.3298642,33.3,94.9
"bel",2011,11005175,40945.91637,26.3,4.4
"ben",2011,9779391,1643.310118,43.5,109.3
"bfa",2011,16106851,1480.688775,50.1,106.9
"bgd",2011,153405612,2588.500451,32.1,46.7
"bgr",2011,7355231,15278.42195,35,12.6
"bhr",2011,1306014,40083.37787,35,7.8
"bhs",2011,366711,22688.67844,,13.5
"bih",2011,3832310,9248.094595,33,7.2
"blr",2011,9487674,16603.38953,26.5,5.6
"blz",2011,329193,8178.016964,,18.5
"bmu",2011,63578,54984.51039,,
"bol",2011,10078238,5461.752632,46.3,44.9
"bra",2011,200517584,15100.68868,53.1,15.9
"brb",2011,280602,15335.85625,,14.4
"brn",2011,399443,71991.08509,,9.5
"btn",2011,732246,6909.268833,38.6,39.9
"bwa",2011,2089706,14341.1679,58.7,59.6
"caf",2011,4530903,912.7540289,56.3,146.6
"can",2011,34499905,41567.43177,31.5,5.4
"chanisl",2011,160489,,,9.407
"che",2011,7925813,54550.69248,29.7,4.4
"chl",2011,17201305,20140.58376,50.3,8.7
"chn",2011,1348174478,10274.49435,37,14.5
"civ",2011,20604172,2706.396736,51.3,107.2
"cmr",2011,21119065,2609.897514,51.3,102.2
"cod",2011,68087376,657.2656266,44,112.2
"cog",2011,4177435,5568.552817,40.2,56.1
"cok",2011,20407,,,9.4
"col",2011,46406446,11332.34198,54.2,18
"com",2011,715972,1427.446375,63.8,83.3
"cpv",2011,495159,6205.662396,43.8,27.3
"cri",2011,4600487,12693.60149,48.6,10.1
"cub",2011,11323570,19004.51174,37,6.6
"cym",2011,56580,49883.63195,,
"cyp",2011,1116644,32983.11391,29.2,3.8
"cze",2011,10533985,28603.49445,25.2,3.9
"deu",2011,80424665,42079.87575,29,4.1
"dji",2011,841802,2767.048801,40,73.9
"dma",2011,71402,10332.52561,,19.6
"dnk",2011,5576577,43314.05636,27.8,3.9
"dom",2011,10027140,11240.58504,47.4,33.4
"dza",2011,36717132,12605.77155,42.5,26.6
"ecu",2011,15177280,9881.895867,46.2,24.5
"egy",2011,83787634,10628.74732,35.2,27.9
"eri",2011,4789568,1139.221991,47.5,53.5
"esh",2011,525388,,,48.756
"esp",2011,46708366,32673.96047,34,4.5
"est",2011,1328068,23575.68715,31.9,4.1
"eth",2011,89858696,1171.286251,33.6,71.3
"fin",2011,5395816,40251.37351,25.8,2.9
"fji",2011,867327,7227.698704,42.8,23.7
"flk",2011,2855,,,
"fra",2011,63268405,37327.94758,30.8,4.3
"fro",2011,48492,,,
"fsm",2011,103476,3411.998722,,39.4
"gab",2011,1577298,16590.30065,41.8,60.5
"gbm",2011,85069,,,
"gbr",2011,63164949,36549.4228,33,5
"geo",2011,4196401,6322.499298,41.6,15.5
"gha",2011,24928503,3445.757695,42.8,71.9
"gib",2011,31067,,,
"gin",2011,11316351,1200.277049,36.1,107.7
"glp",2011,458667,,,6.793
"gmb",2011,1749099,1544.97767,47.3,78.6
"gnb",2011,1673509,1456.847769,38.7,110.4
"gnq",2011,750918,35150.23238,50.5,107.3
"grc",2011,11153047,26675.45723,33.7,4.6
"grd",2011,105070,11219.05962,,13
"grl",2011,56441,25730.27174,,
"gtm",2011,15049280,6957.282035,52.4,33.3
"guf",2011,240314,,,11.199
"gum",2011,160858,,,11.763
"guy",2011,755883,5808.251565,43.2,41.4
"hkg",2011,7044211,50085.95933,,2.754
"hnd",2011,7621414,4345.206231,57.4,23.5
"hos",2011,799,,,
"hrv",2011,4302073,20571.24888,,5.1
"hti",2011,10144890,1579.748668,59.2,77.2
"hun",2011,9988846,22523.83071,26.8,6.4
"idn",2011,244808254,8906.908065,38.1,31.7
"ind",2011,1247446011,4786.743458,33.6,57.2
"irl",2011,4652714,44912.65491,29.8,4.1
"irn",2011,75184322,17424.569,43.4,18.3
"irq",2011,31867758,13247.83587,34.5,35.7
"isl",2011,321030,39619.44153,,2.3
"isr",2011,7563334,30182.50117,37.1,4.4
"ita",2011,59678993,35901.25902,31.9,3.9
"jam",2011,2752358,8484.585699,45.5,17.6
"jor",2011,6760371,11292.20029,33.7,20.2
"jpn",2011,127252900,34315.79841,33.6,3.4
"kaz",2011,16554305,20772.06612,28.6,19.6
"ken",2011,41419954,2584.792155,47.7,59.8
"kgz",2011,5553827,2920.60321,33.4,27.8
"khm",2011,14593099,2646.335556,31.8,39.3
"kir",2011,104662,1749.773538,,61.7
"kna",2011,52998,20582.45592,,12.1
"kor",2011,49356692,31327.1269,31.1,4
"kos",2011,,8226.86375,,
"kwt",2011,3239181,79101.98241,39.3,10.3
"lao",2011,6366909,4133.147578,36.1,76.7
"lbn",2011,4591698,16431.14961,38.6,9.7
"lbr",2011,4079574,728.9858714,38.2,84.5
"lby",2011,6288652,11358.33418,38.8,17.6
"lca",2011,179278,10534.60565,,15.8
"lie",2011,36537,,,
"lka",2011,20315673,8111.554142,36.4,10.1
"lso",2011,2032950,2301.31998,54.2,98.5
"ltu",2011,3070593,22530.30357,33,6.1
"lux",2011,519981,91469.08769,27.2,2.3
"lva",2011,2063661,19405.47239,35.1,9
"mac",2011,546682,117187.6263,,5.863
"mar",2011,32531964,6697.602072,40.9,31.9
"mco",2011,37189,58081.34921,,3.9
"mda",2011,4077811,4179.214809,30.6,16.9
"mdg",2011,21678867,1371.644336,40.6,57.8
"mdv",2011,338618,12693.87235,,11.8
"mex",2011,120365271,15886.71768,46.2,16
"mhl",2011,52541,3510.274975,,38.8
"mkd",2011,2065888,11430.97249,42.3,8.6
"mli",2011,15639115,1657.991554,33,131.7
"mlt",2011,414075,28177.54023,,6.4
"mmr",2011,52125411,3180.777768,44.3,57.2
"mne",2011,622957,14081.77802,30.6,6.2
"mng",2011,2759074,8905.047565,36.5,28
"mnp",2011,53234,,,
"moz",2011,25016921,973.5569338,51.6,98.9
"mrt",2011,3683221,3357.234122,40.5,95.4
"msr",2011,4993,,,
"mtq",2011,394698,,,7.868
"mus",2011,1253089,16179.29153,35.9,14.9
"mwi",2011,15226813,747.259065,46.2,85.7
"mys",2011,28572970,21096.02402,46.2,8.4
"myt",2011,214924,,,5.234
"nam",2011,2240161,8714.51879,63.9,53.6
"ncl",2011,249755,,,15.864
"ner",2011,16946485,828.4599159,31.2,116.1
"nga",2011,163770669,5217.147289,43,125.5
"nic",2011,5807787,4153.794981,45.7,25.2
"niu",2011,1616,,,25.6
"nld",2011,16689863,46388.29359,25.8,4.3
"nor",2011,4953945,62736.68047,22.9,3.1
"npl",2011,27179237,2043.860496,32.8,43.1
"nru",2011,10043,10878.8843,,38.8
"nzl",2011,4404483,32283.03429,32.3,6.1
"omn",2011,3210003,45080.51302,40.9,11.6
"pak",2011,173669648,4261.273574,29.6,89.9
"pan",2011,3681979,16253.68273,51.8,19.2
"per",2011,29759891,10429.38869,45.7,20
"phl",2011,94501233,5720.684467,43,31.2
"plw",2011,20606,13033.65817,,18.8
"png",2011,7001172,2341.118409,50.3,64.3
"pol",2011,38594217,22333.49091,31.1,5.5
"pri",2011,3701997,34121.07729,,7.818
"prk",2011,24631359,1396.574121,46.9,30.1
"prt",2011,10558909,26932.41149,34.2,3.8
"pry",2011,6293763,7185.754527,52.6,23.3
"pse",2011,4181135,4358.655078,34.5,23.3
"pyf",2011,270862,,,8.24
"qat",2011,1905437,133733.8677,43.7,8.7
"reu",2011,837020,,,5.234
"rou",2011,20111664,17362.88789,33.2,13.2
"rus",2011,143211476,22569.81427,39.6,11.4
"rwa",2011,10556429,1323.518157,50.8,57.8
"sau",2011,28788438,49229.77253,42.4,16.5
"sdn",2011,36918193,3524.363434,35.3,78.2
"sen",2011,13357003,2163.276883,40.3,60
"sgp",2011,5190666,74949.06837,45.8,2.8
"shn",2011,4139,,,
"slb",2011,537648,1975.1248,46.5,31.4
"sle",2011,5908908,1399.815261,35.4,150.6
"slv",2011,6055208,7352.407861,42.4,19.3
"smr",2011,30938,43092.35309,,3.4
"som",2011,9806670,614,48,155.3
"spm",2011,6274,,,
"srb",2011,9023881,12571.89036,32.4,7.3
"ssd",2011,10510122,3504.748161,35.29,106.7
"stp",2011,174646,2801.280796,,54.4
"sur",2011,523439,14942.41048,39.4,24.1
"svk",2011,5411377,25066.09589,25.7,7.8
"svn",2011,2059023,28491.9137,23.8,3.2
"swe",2011,9462352,43709.21145,24.4,3
"swz",2011,1212458,5846.329145,51.5,83.6
"sxm",2011,33979,36327.2319,,
"syc",2011,93810,22556.41933,,14.2
"syr",2011,20501167,6358.276289,35.8,15
"tca",2011,31727,20878.38442,,
"tcd",2011,12298512,1896.032948,43.3,156
"tgo",2011,6566179,1273.291755,46,88.3
"tha",2011,66902958,12798.02839,39.4,14
"tjk",2011,7753925,2212.06486,36.9,50.9
"tkl",2011,1148,,,
"tkm",2011,5106672,11360.51105,46.4,58.2
